customer,state,response,coverage,education,employment_status,location_code,policy,renew_offer_type,sales_channel,vehicle_class
UZ97486,California,Yes,Basic,Bachelor or College,Employed,Suburban,Corporate,Offer 1-2,Indirect,Normal Car
LL92275,California,No,Basic,Bachelor or College,Unemployed,Urban,Personal,Offer 3-4,Indirect,Normal Car
FB95288,California,No,Extended,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Direct,Luxury Car
NB30472,Arizona,No,Premium,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
RX66745,Washington,Yes,Basic,Bachelor or College,Other status,Suburban,Corporate,Offer 1-2,Direct,Normal Car
II97469,California,No,Extended,High School or Below,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car
VF17463,Oregon,Yes,Basic,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Direct,Medium-Class Car
GW77328,Oregon,No,Basic,Doctor or Master,Employed,Rural,Personal,Offer 1-2,Indirect,Normal Car
CF44171,California,Yes,Extended,Bachelor or College,Other status,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car
ZN65873,California,Yes,Extended,High School or Below,Unemployed,Suburban,Corporate,Offer 1-2,Direct,Normal Car
EO75698,Oregon,No,Premium,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car
GB94407,California,Yes,Premium,Bachelor or College,Employed,Suburban,Corporate,Offer 1-2,Direct,Normal Car
KM63956,California,Yes,Extended,Doctor or Master,Unemployed,Suburban,Corporate,Offer 1-2,Direct,Medium-Class Car
LM79795,Oregon,No,Basic,High School or Below,Employed,Suburban,Personal,Offer 3-4,Direct,Normal Car
XT35473,Arizona,Yes,Basic,Bachelor or College,Other status,Suburban,Personal,Offer 1-2,Direct,Normal Car
LO90163,Nevada,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Indirect,Medium-Class Car
LU65596,California,No,Extended,Bachelor or College,Employed,Rural,Corporate,Offer 3-4,Direct,Normal Car
SV94314,Arizona,No,Premium,Bachelor or College,Employed,Suburban,Personal,Offer 3-4,Direct,Medium-Class Car
RW86245,Arizona,No,Extended,High School or Below,Employed,Rural,Personal,Offer 1-2,Direct,Medium-Class Car
JG41490,Arizona,Yes,Basic,Bachelor or College,Unemployed,Suburban,Corporate,Offer 1-2,Indirect,Normal Car
FO63400,California,No,Basic,Bachelor or College,Employed,Rural,Corporate,Offer 3-4,Indirect,Normal Car
FE84109,Washington,No,Extended,Bachelor or College,Other status,Rural,Personal,Offer 1-2,Indirect,Normal Car
KG21285,Arizona,No,Extended,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Indirect,Normal Car
TQ33359,California,No,Extended,High School or Below,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car
ZG59671,Oregon,No,Extended,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car
AY19539,California,Yes,Extended,Bachelor or College,Other status,Suburban,Personal,Offer 1-2,Direct,Normal Car
KU23440,Oregon,No,Basic,Doctor or Master,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
IJ83011,California,No,Premium,Bachelor or College,Unemployed,Suburban,Corporate,Offer 1-2,Indirect,Medium-Class Car
KE35335,Washington,No,Extended,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Indirect,Normal Car
FE90301,Nevada,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car
CK35310,Nevada,No,Basic,High School or Below,Employed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
XU97999,California,No,Basic,High School or Below,Employed,Urban,Personal,Offer 1-2,Direct,Normal Car
RF73329,California,No,Basic,High School or Below,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
WO12850,Nevada,No,Premium,Bachelor or College,Employed,Rural,Corporate,Offer 3-4,Direct,Normal Car
AB26022,Oregon,No,Basic,High School or Below,Other status,Suburban,Corporate,Offer 1-2,Indirect,Medium-Class Car
HL91178,California,No,Basic,High School or Below,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
HS77089,Washington,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
WK18603,California,No,Basic,Doctor or Master,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car
XS44101,California,No,Extended,Bachelor or College,Employed,Rural,Personal,Offer 3-4,Indirect,Normal Car
RE93978,Washington,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 3-4,Indirect,Medium-Class Car
WX19595,Arizona,No,Basic,High School or Below,Unemployed,Suburban,Personal,Offer 3-4,Direct,Luxury Car
EA55071,Arizona,Yes,Premium,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car
HH45183,Oregon,No,Extended,High School or Below,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
NL75739,Arizona,No,Basic,High School or Below,Other status,Suburban,Personal,Offer 1-2,Direct,Normal Car
XE96798,Oregon,No,Basic,Doctor or Master,Employed,Rural,Personal,Offer 3-4,Indirect,Normal Car
UU12600,Nevada,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Indirect,Medium-Class Car
NL39999,Washington,No,Basic,High School or Below,Other status,Suburban,Personal,Offer 3-4,Indirect,Normal Car
ZN45349,Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
EV34073,California,No,Basic,Bachelor or College,Unemployed,Suburban,Corporate,Offer 3-4,Direct,Normal Car
HM94328,Arizona,Yes,Extended,Bachelor or College,Employed,Suburban,Corporate,Offer 1-2,Direct,Normal Car
QX64770,Oregon,No,Premium,Doctor or Master,Other status,Suburban,Personal,Offer 1-2,Direct,Normal Car
IN95983,California,No,Extended,Bachelor or College,Employed,Suburban,Special,Offer 1-2,Direct,Normal Car
AD89594,California,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 3-4,Direct,Normal Car
SQ37580,Arizona,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 3-4,Indirect,Normal Car
IN64985,Nevada,No,Extended,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
UL96474,Arizona,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car
IG89777,California,No,Extended,High School or Below,Employed,Urban,Corporate,Offer 1-2,Indirect,Normal Car
YJ14330,California,No,Extended,Doctor or Master,Employed,Urban,Corporate,Offer 3-4,Direct,Medium-Class Car
NK20941,California,No,Extended,High School or Below,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car
XQ28930,California,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
LY73893,California,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 3-4,Direct,Normal Car
II20035,Oregon,No,Basic,High School or Below,Other status,Suburban,Personal,Offer 1-2,Indirect,Normal Car
OH69760,Arizona,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
WN45973,Washington,No,Basic,Doctor or Master,Employed,Rural,Corporate,Offer 1-2,Direct,Medium-Class Car
UT21323,California,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 3-4,Direct,Luxury Car
GM46746,Arizona,No,Extended,High School or Below,Employed,Suburban,Personal,Offer 3-4,Direct,Luxury Car
GZ64473,Nevada,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
FE93959,California,No,Basic,Doctor or Master,Employed,Suburban,Corporate,Offer 3-4,Direct,Normal Car
YC33550,Oregon,No,Basic,High School or Below,Employed,Suburban,Corporate,Offer 1-2,Indirect,Normal Car
MT91532,California,No,Extended,Bachelor or College,Employed,Rural,Corporate,Offer 1-2,Direct,Normal Car
XE65072,Oregon,No,Extended,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car
AT72574,Arizona,No,Basic,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
FP10040,Oregon,No,Basic,High School or Below,Employed,Urban,Personal,Offer 3-4,Direct,Normal Car
AQ51159,Arizona,No,Basic,High School or Below,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car
HB21182,Arizona,No,Basic,Doctor or Master,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
SM17747,Arizona,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car
YA87855,Arizona,No,Extended,Doctor or Master,Employed,Suburban,Corporate,Offer 1-2,Direct,Normal Car
MR52230,Oregon,No,Extended,Doctor or Master,Employed,Rural,Personal,Offer 3-4,Indirect,Normal Car
FR54989,Arizona,No,Extended,Bachelor or College,Unemployed,Suburban,Corporate,Offer 3-4,Indirect,Normal Car
RW82766,Oregon,No,Basic,Bachelor or College,Employed,Rural,Corporate,Offer 1-2,Indirect,Luxury Car
IX60941,Oregon,Yes,Extended,Bachelor or College,Other status,Suburban,Personal,Offer 1-2,Direct,Normal Car
GQ26671,California,No,Basic,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
UH89141,Oregon,No,Basic,High School or Below,Employed,Urban,Corporate,Offer 3-4,Indirect,Medium-Class Car
WO30947,Washington,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Indirect,Normal Car
ZN86559,California,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
NZ73268,California,No,Premium,Bachelor or College,Employed,Urban,Corporate,Offer 3-4,Direct,Normal Car
YD80815,Arizona,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 3-4,Indirect,Luxury Car
BE54454,Washington,No,Basic,High School or Below,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
JB76199,Oregon,No,Basic,Bachelor or College,Employed,Suburban,Corporate,Offer 1-2,Indirect,Normal Car
PN68458,California,No,Basic,High School or Below,Unemployed,Suburban,Corporate,Offer 3-4,Direct,Medium-Class Car
IM55696,California,No,Basic,High School or Below,Employed,Suburban,Personal,Offer 3-4,Indirect,Normal Car
UD99395,Oregon,No,Basic,High School or Below,Employed,Suburban,Personal,Offer 1-2,Indirect,Medium-Class Car
PA90653,Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Corporate,Offer 1-2,Direct,Normal Car
WE64939,California,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Direct,Normal Car
KC67652,Arizona,No,Extended,Doctor or Master,Employed,Rural,Personal,Offer 1-2,Direct,Medium-Class Car
FQ33633,Nevada,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 3-4,Direct,Medium-Class Car
QS23134,Arizona,No,Premium,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
EZ70589,Washington,Yes,Extended,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Indirect,Normal Car
KT91115,Oregon,No,Premium,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
RS66246,California,No,Extended,High School or Below,Unemployed,Suburban,Personal,Offer 3-4,Direct,Normal Car
YX72707,Oregon,No,Basic,Doctor or Master,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
LJ79533,Nevada,Yes,Basic,High School or Below,Other status,Suburban,Special,Offer 1-2,Direct,Medium-Class Car
JQ95021,California,No,Extended,Bachelor or College,Employed,Rural,Special,Offer 3-4,Indirect,Normal Car
ET88948,California,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
GW43195,Oregon,Yes,Extended,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Luxury Car
MQ54182,California,No,Premium,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
WM39308,Nevada,No,Basic,High School or Below,Employed,Urban,Personal,Offer 1-2,Indirect,Normal Car
DK20428,Oregon,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 3-4,Direct,Normal Car
IZ67803,California,No,Basic,Doctor or Master,Employed,Urban,Personal,Offer 3-4,Direct,Normal Car
VW65351,Washington,No,Extended,Bachelor or College,Employed,Rural,Personal,Offer 3-4,Direct,Normal Car
SY36127,California,No,Basic,Doctor or Master,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car
LA20890,Oregon,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 3-4,Direct,Normal Car
EP48362,Arizona,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Indirect,Normal Car
BI46495,Oregon,No,Extended,High School or Below,Unemployed,Suburban,Corporate,Offer 1-2,Direct,Normal Car
ON91363,Washington,No,Extended,Bachelor or College,Employed,Suburban,Personal,Offer 3-4,Indirect,Normal Car
TG95261,California,Yes,Extended,Doctor or Master,Unemployed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car
EE59791,California,No,Basic,High School or Below,Employed,Suburban,Personal,Offer 3-4,Indirect,Normal Car
IV84135,California,No,Extended,Bachelor or College,Employed,Rural,Personal,Offer 3-4,Direct,Normal Car
TE11374,California,No,Basic,Bachelor or College,Other status,Suburban,Personal,Offer 1-2,Indirect,Medium-Class Car
GH12466,Washington,No,Extended,High School or Below,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car
PC43437,Arizona,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
PW98890,Oregon,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 3-4,Indirect,Normal Car
BQ94892,Oregon,Yes,Extended,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Indirect,Normal Car
LA33814,Oregon,No,Premium,High School or Below,Employed,Rural,Personal,Offer 1-2,Direct,Medium-Class Car
WM87004,Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car
OL28902,California,No,Premium,Bachelor or College,Other status,Suburban,Personal,Offer 3-4,Direct,Medium-Class Car
VW88885,California,No,Basic,Bachelor or College,Employed,Suburban,Corporate,Offer 3-4,Indirect,Normal Car
OQ51004,California,Yes,Basic,Bachelor or College,Other status,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car
GJ88864,Nevada,No,Extended,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Indirect,Normal Car
AF69537,Arizona,No,Premium,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car
TX11163,Nevada,No,Basic,Bachelor or College,Employed,Rural,Corporate,Offer 1-2,Direct,Luxury Car
FG43850,Oregon,No,Extended,High School or Below,Employed,Suburban,Corporate,Offer 3-4,Indirect,Normal Car
WY37677,Oregon,No,Basic,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car
WY80801,California,No,Premium,High School or Below,Employed,Suburban,Corporate,Offer 1-2,Direct,Medium-Class Car
GZ90429,California,No,Premium,High School or Below,Employed,Urban,Corporate,Offer 1-2,Indirect,Medium-Class Car
SX89429,Arizona,No,Basic,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
FW35631,Oregon,No,Extended,Bachelor or College,Employed,Suburban,Corporate,Offer 3-4,Indirect,Medium-Class Car
HM20848,California,No,Basic,High School or Below,Employed,Suburban,Personal,Offer 3-4,Direct,Medium-Class Car
FO49408,Oregon,No,Extended,High School or Below,Employed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
LL95376,Washington,Yes,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
UK49045,Oregon,No,Extended,High School or Below,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
JA24437,California,No,Premium,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
TU77462,Oregon,No,Extended,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Indirect,Normal Car
DA26490,California,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 3-4,Direct,Normal Car
JC37131,Arizona,Yes,Basic,High School or Below,Other status,Suburban,Special,Offer 1-2,Indirect,Medium-Class Car
YZ77792,Washington,No,Basic,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
AH53588,California,Yes,Basic,Bachelor or College,Other status,Suburban,Personal,Offer 1-2,Direct,Normal Car
QV89018,Arizona,No,Basic,High School or Below,Employed,Urban,Personal,Offer 3-4,Direct,Normal Car
SY95534,California,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 3-4,Direct,Medium-Class Car
YT37186,California,No,Extended,Bachelor or College,Employed,Suburban,Personal,Offer 3-4,Direct,Luxury Car
DY81347,California,No,Extended,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Indirect,Medium-Class Car
VH45074,California,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
BF45697,California,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 3-4,Direct,Normal Car
RY27018,Washington,No,Extended,High School or Below,Employed,Suburban,Personal,Offer 3-4,Indirect,Normal Car
YJ16163,Oregon,Yes,Premium,Bachelor or College,Employed,Suburban,Special,Offer 1-2,Direct,Luxury Car
QM61543,Arizona,Yes,Basic,High School or Below,Employed,Suburban,Corporate,Offer 1-2,Direct,Normal Car
IU83998,Washington,No,Premium,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Luxury Car
NE29938,California,No,Extended,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
VQ57815,Oregon,No,Basic,Doctor or Master,Employed,Rural,Personal,Offer 1-2,Direct,Medium-Class Car
FF93355,Washington,No,Premium,High School or Below,Employed,Urban,Corporate,Offer 1-2,Indirect,Normal Car
MG12206,California,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 3-4,Indirect,Normal Car
NE55975,Nevada,No,Extended,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car
BX70848,Washington,Yes,Extended,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car
NJ88229,California,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 3-4,Direct,Normal Car
QW31435,Oregon,No,Basic,High School or Below,Unemployed,Urban,Personal,Offer 3-4,Direct,Normal Car
DJ22229,Washington,No,Extended,Bachelor or College,Other status,Suburban,Personal,Offer 1-2,Direct,Normal Car
MB12747,Nevada,No,Extended,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car
XQ50187,Oregon,No,Extended,Doctor or Master,Employed,Urban,Special,Offer 3-4,Direct,Normal Car
WU62992,Oregon,No,Extended,Bachelor or College,Employed,Rural,Personal,Offer 3-4,Direct,Medium-Class Car
CE11667,Oregon,Yes,Basic,Bachelor or College,Employed,Urban,Corporate,Offer 1-2,Indirect,Normal Car
BP53979,California,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Direct,Normal Car
DM59806,California,No,Extended,Doctor or Master,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
LJ88616,Arizona,No,Extended,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
TC82133,Oregon,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 3-4,Direct,Normal Car
NW65065,California,Yes,Basic,High School or Below,Other status,Suburban,Corporate,Offer 1-2,Indirect,Normal Car
LS17120,California,No,Extended,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Direct,Normal Car
ZN96843,Arizona,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
HZ98935,Washington,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
WG51330,Arizona,No,Basic,Bachelor or College,Employed,Urban,Corporate,Offer 1-2,Indirect,Normal Car
DS58268,Arizona,No,Basic,High School or Below,Unemployed,Suburban,Corporate,Offer 1-2,Direct,Medium-Class Car
SN27401,Washington,No,Premium,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
